SpecimenID,Family,Order,Genus,Species,SpeciesCode,j_fg,Site,Region,TL,SL,FL,wt,length.cm.,a..cm.,b..cm.,calc_wt,gh,gw,dissected_by,stomach_contents,prey_size,coll_notes,dis_notes,ga,gh_ratio,gw_ratio,ga_ratio,observer_id
KIF11_626,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,35.4,NA,1.7,NA,NA,NA,NA,4.2,3.4,RT/AO,whole stomach retained,,tail broken,tail broken,11.21548577,0.118644068,0.096045198,0.008949764,15
KIF11_627,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,31.2,NA,1.2,NA,NA,NA,NA,3.4,2.1,RT/AO,whole stomach retained,,tail broken,tail broken,5.607742887,0.108974359,0.067307692,0.005760748,15
KIF11_628,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,34.6,NA,1.6,NA,NA,NA,NA,2.8,2.2,RT/AO,whole stomach retained,,tail broken,tail broken,4.838052687,0.080924855,0.063583815,0.004041275,15
KIF11_629,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,43,33.5,39.2,1.3,NA,NA,NA,NA,3.2,1.8,RT/AO,whole stomach retained,,,,4.523893421,0.095522388,0.053731343,0.004031092,15
KIF11_630,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,28.1,NA,0.8,NA,NA,NA,NA,2.2,2,RT/AO,whole stomach retained,,tail broken,tail broken,3.455751919,0.078291815,0.071174377,0.00437653,15
KIF11_631,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,27.4,33.1,0.8,NA,NA,NA,NA,2.7,2.1,RT/AO,whole stomach retained,,tail broken,tail broken,4.453207586,0.098540146,0.076642336,0.005931599,15
KIF11_632,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,24.9,29.7,0.7,NA,NA,NA,NA,3,2.1,RT/AO,whole stomach retained,,tail broken,tail broken,4.948008429,0.120481928,0.084337349,0.00798053,15
KIF11_633,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,39.1,28.6,32.3,0.9,NA,NA,NA,NA,3,1.2,RT/AO,whole stomach retained,,,,2.827433388,0.104895105,0.041958042,0.003456689,15
KIF11_634,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,29.5,NA,0.9,NA,NA,NA,NA,3,2.1,RT/AO,whole stomach retained,,tail broken,tail broken,4.948008429,0.101694915,0.071186441,0.005685732,15
KIF11_635,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,23.5,NA,0.7,NA,NA,NA,NA,2,1.2,RT/AO,whole stomach retained,,tail broken,tail broken,1.884955592,0.085106383,0.05106383,0.003413229,15
KIF11_636,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,26.7,NA,0.7,NA,NA,NA,NA,2.2,1.4,RT/AO,whole stomach retained,,tail broken,tail broken,2.419026343,0.082397004,0.052434457,0.003393267,15
KIF11_637,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,28.6,NA,0.6,NA,NA,NA,NA,2.7,1.7,RT/AO,whole stomach retained,,tail broken,tail broken,3.60497757,0.094405594,0.059440559,0.004407279,15
KIF11_1058,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,10,LP.LF,38.7,27,30.7,0.9,NA,NA,NA,NA,3.6,2.3,RT/AO,whole stomach retained,,,,6.503096793,0.133333333,0.085185185,0.008920572,15
KIF11_1059,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,27,HP.HF,NA,31.8,36.5,1.6,NA,NA,NA,NA,3.5,1.8,AO/KP,whole stomach retained,,tail broken,tail broken,4.948008429,0.110062893,0.056603774,0.004893011,5
KIF11_1060,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,27,HP.HF,NA,35.2,40.6,1.8,NA,NA,NA,NA,3.4,2.3,AO/KP,whole stomach retained,,tail broken,tail broken,6.141813638,0.096590909,0.065340909,0.004956913,5
KIF11_1061,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,27,HP.HF,47.7,36.6,43,1.9,NA,NA,NA,NA,3,2.2,AO/KP,whole stomach retained,,,,5.183627878,0.081967213,0.06010929,0.00386965,5
KIF11_1062,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,27,HP.HF,NA,37.3,43.7,2.4,NA,NA,NA,NA,3.1,2.9,AO/KP,whole stomach retained,,tail broken,tail broken,7.060729489,0.08310992,0.077747989,0.005074952,5
KIF11_1063,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,27,HP.HF,40.7,31.7,35.4,1.2,NA,NA,NA,NA,3,2.1,AO/KP,whole stomach retained,,,,4.948008429,0.094637224,0.066246057,0.00492393,5
KIF11_1068,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,27,HP.HF,44,32.9,39.5,1.3,NA,NA,NA,NA,2.9,2,AO/KP,whole stomach retained,,,,4.555309348,0.088145897,0.060790274,0.004208488,5
KIF11_1073,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,37.2,NA,2,NA,NA,NA,NA,3.8,2.3,AO/KP,whole stomach retained,,tail broken,tail broken,6.864379948,0.102150538,0.061827957,0.004960386,5
KIF11_1083,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,27,HP.HF,NA,35,NA,1.5,NA,NA,NA,NA,3,2.1,AO/KP,whole stomach retained,,tail broken,tail broken,4.948008429,0.085714286,0.06,0.004039191,5
KIF11_1084,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,27,HP.HF,42,31.6,36.5,1.2,NA,NA,NA,NA,2.9,2,AO/KP,whole stomach retained,,,,4.555309348,0.091772152,0.063291139,0.004561878,5
KIF11_1085,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,27,HP.HF,NA,24.9,NA,0.3,NA,NA,NA,NA,2,1,AO/KP,whole stomach retained,,tail broken,tail broken,1.570796327,0.080321285,0.040160643,0.002533502,5
KIF11_052,Acanthuridae,Perciformes,Acanthurus,olivaceus,AC.OLIV,HE/DE,27,HP.HF,218,164,191,167.9,NA,NA,NA,NA,11.6,10.7,SC,"bits of algae, possibly tiny crustacean bits (litle red antennae and appendages)",,,,97.48362004,0.070731707,0.065243902,0.003624465,19
KIF11_053,Acanthuridae,Perciformes,Acanthurus,olivaceus,AC.OLIV,HE/DE,27,HP.HF,274,198,238,313.2,NA,NA,NA,NA,13.4,11.7,JB,UI'd fine sandy guts,,,,123.1347241,0.067676768,0.059090909,0.003140871,7
KIF11_054,Acanthuridae,Perciformes,Acanthurus,olivaceus,AC.OLIV,HE/DE,27,HP.HF,220,164,214,165.9,NA,NA,NA,NA,14.5,9.4,SC,"sand, bits of algae; possible tiny crustacean bits",,,,107.0497697,0.088414634,0.057317073,0.003980137,19
KIF11_056,Acanthuridae,Perciformes,Acanthurus,olivaceus,AC.OLIV,HE/DE,27,HP.HF,320,222,260,418.7,NA,NA,NA,NA,19,19,SC,gut w/ bits of algael possibly crustacean parts,,,,283.528737,0.085585586,0.085585586,0.005752957,19
KIF11_112,Acanthuridae,Perciformes,Acanthurus,olivaceus,AC.OLIV,HE/DE,27,HP.HF,246,190,221,241.9,NA,NA,NA,NA,15.3,11.4,,nothing identifiable gut,,,,136.9891477,0.080526316,0.06,0.003794713,1
KIF11_155,Acanthuridae,Perciformes,Acanthurus,olivaceus,AC.OLIV,HE/DE,33,HP.MF,246,190,220,268.6,NA,NA,NA,NA,18,12.2,,"acanthuid grit, bits of algae",,,,172.4734367,0.094736842,0.064210526,0.004777658,1
KIF11_158,Acanthuridae,Perciformes,Acanthurus,olivaceus,AC.OLIV,HE/DE,27,HP.HF,201,151,181,145.6,NA,NA,NA,NA,13.6,10,,acanthurid grit,,,,106.8141502,0.090066225,0.066225166,0.004684626,1
KIF11_027,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,35,HP.LF,310,254,307,736.8,NA,NA,NA,NA,25.47,22.31,SC,,,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018","no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",446.2912752,0.100275591,0.087834646,0.006917529,19
KIF11_030,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,9,HP.MF,282,240,277,467.4,NA,NA,NA,NA,32.5,21,SC,unidentifiable grit,,sat out on ice for 36 hours before dissection,sat out on ice for 36 hours before dissection,536.0342465,0.135416667,0.0875,0.00930615,19
KIF11_041,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,8,HP.LF,145,117,NA,56.4,NA,NA,NA,NA,12.7,9,RT,"typical parrotfish gut content; highly reticulated intestines, difficult to see stomach",,,,89.77101008,0.108547009,0.076923077,0.006557894,14
KIF11_042,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,6,HP.LF,320,277,NA,720.8,NA,NA,NA,NA,26.1,24.2,RT,"typical parrotfish gut content; highly reticulated intestines, difficult to see stomach",,,,496.073188,0.094223827,0.087364621,0.006465263,14
KIF11_045,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,6,HP.LF,245,220,NA,333.8,NA,NA,NA,NA,24.3,18.6,RT/SC,parrotfish goop,,,,354.9842619,0.110454545,0.084545455,0.007334386,18
KIF11_063,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,30,HP.HF,335,275,330,850.3,NA,NA,NA,NA,36.7,28,SC,typical parrotfish gut,,,,807.0751527,0.133454545,0.101818182,0.010672068,19
KIF11_071,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,30,HP.HF,290,238,NA,480.3,NA,NA,NA,NA,21,21.6,RT,typical parrotfish.,,,,356.2566069,0.088235294,0.090756303,0.006289397,14
KIF11_090,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,25,LP.MF,209,168,NA,209.4,NA,NA,NA,NA,19.1,14.8,JB,typical parrotfish goo,,,,222.0163528,0.113690476,0.088095238,0.007866226,7
KIF11_093,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,25,LP.MF,345,290,NA,830,NA,NA,NA,NA,40.2,29.5,RT,typical parrotfish goo,,,,931.403682,0.13862069,0.101724138,0.011074955,14
KIF11_095,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,35,HP.LF,181,146,NA,116,NA,NA,NA,NA,16.6,11.7,JB,typical parrotfish goop,,,,152.5400313,0.11369863,0.080136986,0.007156128,7
KIF11_096,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,35,HP.LF,263,235,NA,458.5,NA,NA,NA,NA,27.6,23.4,RT,typical parrotfish goop,,,,507.2415498,0.117446809,0.099574468,0.009184999,14
KIF11_098,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,35,HP.LF,326,268,320,820.3,NA,NA,NA,NA,38,26.8,SC,typical parrotfish goop w/ red granules,,,,799.8494896,0.141791045,0.1,0.011136243,19
KIF11_130,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,9,HP.MF,315,258,308,692,NA,NA,NA,NA,42.8,28,,typical scarid goop,,,,941.221159,0.165891473,0.108527132,0.014140093,1
KIF11_131,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,3,LP.MF,249,203,245,317.7,NA,NA,NA,NA,31.2,22.1,,typical scarid goop,,,,541.5477416,0.153694581,0.108866995,0.013141492,1
KIF11_153,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,3,LP.MF,131,105,126,43.1,NA,NA,NA,NA,14.6,9.6,,same old scarid shit,,,,110.0814066,0.139047619,0.091428571,0.009984708,1
KIF11_154,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,34,HP.LF,345,290,330,849.5,NA,NA,NA,NA,34.4,27.7,,scarid mush,,,,748.3902019,0.11862069,0.095517241,0.008898813,1
KIF11_170,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,40,HP.MF,301,249,298,626.3,NA,NA,NA,NA,35.4,23.2,,typical scarid fucking nastiness,,,,645.0318036,0.142168675,0.093172691,0.010403571,1
KIF11_172,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,35,HP.LF,240,212,NA,301.4,NA,NA,NA,NA,23.9,16.6,,scarid goop,,,,311.5988673,0.112735849,0.078301887,0.006933047,1
KIF11_174,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,15,LP.LF,251,209,NA,357.4,NA,NA,NA,NA,21.3,19.6,,typical scarid stom,,sat out 24 hours before dissection,sat out 24 hours before dissection,327.8880253,0.101913876,0.093779904,0.007506422,1
KIF11_176,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,15,LP.LF,221,185,NA,244.2,NA,NA,NA,NA,22.4,17.6,,,,sat out 24 hours before dissection,sat out 24 hours before dissection,309.6353719,0.121081081,0.095135135,0.009047053,1
KIF11_189,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,35,HP.LF,271,225,NA,413.5,NA,NA,NA,NA,29.2,20.5,,,,,,470.1393406,0.129777778,0.091111111,0.009286703,1
KIF11_222,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,15,LP.LF,251,210,NA,325.2,NA,NA,NA,NA,28.2,19.1,RT/SC,scarid shit,,,,423.0311588,0.134285714,0.090952381,0.009592543,18
KIF11_226,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,10,LP.LF,230,183,NA,234,NA,NA,NA,NA,26.3,18,RT/SC,scarid shit,,,,371.8074906,0.143715847,0.098360656,0.011102377,18
KIF11_250,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,15,LP.LF,244,203,236,341,NA,NA,NA,NA,28.8,21,RT/SC,scarid shit,,,,475.0088092,0.141871921,0.103448276,0.011526822,18
KIF11_255,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,40,HP.MF,318,255,313,700.1,NA,NA,NA,NA,36.7,24.8,RT/SC,scarid shit,,,,714.8379924,0.143921569,0.097254902,0.010993279,18
KIF11_257,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,40,HP.MF,200,165,NA,190.7,NA,NA,NA,NA,23.5,17,RT/SC,scarid shit,,Microtube broken within freezer - sample lost,Microtube broken within freezer - sample lost,313.7665663,0.142424242,0.103030303,0.011524943,18
KIF11_259,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,40,HP.MF,320,263,317,732.9,NA,NA,NA,NA,38.8,28.6,RT/SC,scarid shit,,,,871.540634,0.147528517,0.108745247,0.012600162,18
KIF11_260,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,40,HP.MF,244,204,NA,311.4,NA,NA,NA,NA,30,20.1,RT/SC,scarid shit,,,,473.5950925,0.147058824,0.098529412,0.01138012,18
KIF11_261,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,40,HP.MF,324,261,318,776.1,NA,NA,NA,NA,35,27,RT/SC,scarid shit,,,,742.2012644,0.134099617,0.103448276,0.010895337,18
KIF11_262,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,30,HP.HF,274,228,270,453.9,NA,NA,NA,NA,33.8,22.6,RT/SC,scarid shit,,,,599.9499491,0.148245614,0.099122807,0.01154105,18
KIF11_265,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,3,LP.MF,332,267,320,807.3,NA,NA,NA,NA,41,27.3,RT/SC,scarid shit,,,,879.0961643,0.153558052,0.102247191,0.012331442,18
KIF11_266,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,3,LP.MF,323,259,320,654.1,NA,NA,NA,NA,40.2,27.2,RT/SC,scarid shit,,,,858.7857678,0.155212355,0.105019305,0.012802221,18
KIF11_282,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,3,LP.MF,259,218,256,399.3,NA,NA,NA,NA,30.1,21.1,RT/SC,scarid shit,,,,498.8142276,0.138073394,0.096788991,0.010496049,18
KIF11_283,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,3,LP.MF,255,211,NA,404.1,NA,NA,NA,NA,32,19.6,RT/SC,scarid shit,,,,492.6017281,0.151658768,0.092890995,0.01106448,18
KIF11_388,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,40,HP.MF,118,98,NA,31.3,NA,NA,NA,NA,12.5,8.3,RT/SC,scarid shit,,,,81.48505945,0.12755102,0.084693878,0.008484492,18
KIF11_389,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,40,HP.MF,95,77,NA,15.6,NA,NA,NA,NA,8.2,6.8,RT/SC,scarid shit,,,,43.79380159,0.106493506,0.088311688,0.007386372,18
KIF11_398,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,38,LP.MF,252,210,NA,390.3,NA,NA,NA,NA,38.7,24.3,RT/SC,scarid shit,,,,738.5962868,0.184285714,0.115714286,0.016748215,18
KIF11_399,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,38,LP.MF,263,214,259,369.8,NA,NA,NA,NA,33.2,21,RT/SC,scarid shit,,,,547.5795995,0.155140187,0.098130841,0.011956931,18
KIF11_413,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,24,LP.MF,255,211,255,393.4,NA,NA,NA,NA,31.2,23.3,RT/SC,scarid shit,,,,570.9530489,0.147867299,0.11042654,0.012824354,18
KIF11_414,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,24,LP.MF,234,195,230,236.6,NA,NA,NA,NA,28.6,20,RT/SC,scarid shit,,gutshot,gutshot,449.2477495,0.146666667,0.102564103,0.011814536,18
KIF11_431,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,30,HP.HF,272,238,NA,456,NA,NA,NA,NA,28.6,24,RT/SC,scarid shit,,,,539.0972994,0.120168067,0.100840336,0.009517289,18
KIF11_433,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,30,HP.HF,326,277,318,688.4,NA,NA,NA,NA,38.6,27,RT/SC,scarid shit,,gutshot - lighter,gutshot - lighter,818.5419659,0.139350181,0.097472924,0.010667961,18
KIF11_439,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,9,HP.MF,91,77,NA,13.5,NA,NA,NA,NA,8.4,6.7,RT/SC,scarid shit,,,,44.20220864,0.109090909,0.087012987,0.007455255,18
KIF11_443,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,9,HP.MF,80,68,NA,9,NA,NA,NA,NA,7.5,5.2,RT/SC,scarid shit,,,,30.63052837,0.110294118,0.076470588,0.006624249,18
KIF11_447,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,30,HP.HF,223,186,NA,239.8,NA,NA,NA,NA,24,12.5,RT/SC,scarid shit,,,,235.619449,0.129032258,0.067204301,0.006810598,18
KIF11_449,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,30,HP.HF,218,181,NA,221.1,NA,NA,NA,NA,24.6,12,RT/SC,,,,,231.8495378,0.135911602,0.066298343,0.007076998,18
KIF11_450,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,30,HP.HF,286,241,NA,363.4,NA,NA,NA,NA,39.8,20.6,RT/SC,,,,,643.9322462,0.165145228,0.085477178,0.011086797,18
KIF11_451,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,30,HP.HF,293,242,NA,504.3,NA,NA,NA,NA,38.3,24,RT/SC,,,,,721.9379918,0.158264463,0.099173554,0.012327334,18
KIF11_453,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,30,HP.HF,332,270,323,754.5,NA,NA,NA,NA,41.4,20.8,RT/SC,,,,,676.3220665,0.153333333,0.077037037,0.009277395,18
KIF11_460,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,9,HP.MF,191,158,NA,136.6,NA,NA,NA,NA,21.6,9.7,RT/SC,,,,,164.5566232,0.136708861,0.061392405,0.006591757,18
KIF11_465,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,9,HP.MF,250,205,246,330.4,NA,NA,NA,NA,29,18.8,RT/SC,,,,,428.1990787,0.141463415,0.091707317,0.010189151,18
KIF11_479,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,10,LP.LF,263,219,263,395.8,NA,NA,NA,NA,33.1,17.2,RT/SC,,,,,447.1428824,0.151141553,0.078538813,0.009323052,18
KIF11_480,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,10,LP.LF,222,185,NA,228.1,NA,NA,NA,NA,25,16,RT/SC,,,,,314.1592654,0.135135135,0.086486486,0.009179233,18
KIF11_290,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,10,LP.LF,237,196,NA,282,NA,NA,NA,NA,26.2,18.6,RT/SC,,,,,382.740233,0.133673469,0.094897959,0.009963042,18
KIF11_291,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,10,LP.LF,250,208,NA,312,NA,NA,NA,NA,28.2,16.8,RT/SC,,,,,372.0902339,0.135576923,0.080769231,0.008600458,18
KIF12_051,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,8,HP.LF,239.6,200,NA,280,NA,NA,NA,NA,60,70.5,SC,goop (parrotfish grit),NA,,,3322.234231,0.3,0.3525,0.083055856,19
KIF12_068,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,25,LP.MF,225,188,NA,163,NA,NA,NA,NA,21,18.2,LW,brown goop,NA,,,300.1791781,0.111702128,0.096808511,0.008493073,12
KIF12_101,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,40,HP.MF,258,220,NA,240,NA,NA,NA,NA,30,20.5,AB,,NA,,,483.0198705,0.136363636,0.093181818,0.009979749,2
KIF12_108,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,3,LP.MF,277.5,223,NA,450,NA,NA,NA,NA,34.6,23.7,SC,gritty goo,NA,,,644.0422019,0.155156951,0.106278027,0.012951039,19
KIF12_109,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,3,LP.MF,208,165,NA,171,NA,NA,NA,NA,23,15.5,LW,yellow/brown goo,NA,,,279.9944453,0.139393939,0.093939394,0.010284461,12
KIF12_110,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,3,LP.MF,242,197,NA,260,NA,NA,NA,NA,27.3,17,SC,gritty snot,NA,,,364.5032876,0.13857868,0.086294416,0.009392236,19
KIF12_111,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,40,HP.MF,323,274,NA,700,NA,NA,NA,NA,37.9,29,AB,green goop,NA,,,863.2311214,0.138321168,0.105839416,0.011498097,2
KIF12_173,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,40,HP.MF,232,200,NA,255,NA,NA,NA,NA,23.4,19.3,LW,green-brown goop,,,,354.7015186,0.117,0.0965,0.008867538,12
KIF12_194,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,19,LP.LF,240,195,NA,240,NA,NA,NA,NA,29.5,20,SC,,,,,463.3849164,0.151282051,0.102564103,0.012186323,19
KIF12_255,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,15,LP.LF,224,184,NA,200,NA,NA,NA,NA,26.5,15.8,SC,,,,,328.846211,0.144021739,0.085869565,0.009713085,19
KIF12_256,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,15,LP.LF,217,194,NA,210,NA,NA,NA,NA,17.7,14.6,RT,parrotfish shit ,,fragmented otoliths,fragmented otoliths,202.9625934,0.091237113,0.075257732,0.005392778,14
KIF12_266,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,8,HP.LF,121.5,89.4,111.8,33.4,NA,NA,NA,NA,12.6,12.9,AB,green goop,,,,127.6586175,0.140939597,0.144295302,0.015972581,2
KIF12_275,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,8,HP.LF,120.8,99.6,NA,32,NA,NA,NA,NA,14.6,9.8,AB,green mush,,,,112.3747692,0.146586345,0.098393574,0.011327919,2
KIF12_350,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,25,LP.MF,208,181,NA,173.1,NA,NA,NA,NA,20.7,14.4,RT,,,,,234.1114845,0.114364641,0.079558011,0.007146042,14
KIF12_351,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,25,LP.MF,163,137.7,NA,80.5,NA,NA,NA,NA,19.2,11.9,SC,parrotfish shit,,,,179.4477724,0.139433551,0.086419753,0.009463901,19
KIF12_352,Labridae,Perciformes,Chlorurus,sordidus,CH.SORD,HE/DE,25,LP.MF,170.2,143.1,NA,99.8,NA,NA,NA,NA,22.4,18.7,AB,parrot shit,,,,328.9875827,0.156533892,0.130677848,0.016065722,2
KIF11_051,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,27,HP.HF,395,335,NA,1193.2,NA,NA,NA,NA,63.4,72.4,RT,empty,,,,3605.103234,0.189253731,0.216119403,0.032123887,14
KIF11_118,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,27,HP.HF,363,302,NA,839.2,NA,NA,NA,NA,63.4,75.5,,unid juvenile fish (9.5 cm TL),,,,3759.465389,0.209933775,0.25,0.0412204,1
KIF11_119,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,27,HP.HF,284,237,NA,497.8,NA,NA,NA,NA,65,62.5,,empty,,,,3190.680039,0.274261603,0.26371308,0.056805,1
KIF11_128,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,27,HP.HF,320,265,NA,518.4,NA,NA,NA,NA,69.7,81,,small amount of digesting fish material,,,,4434.122411,0.263018868,0.305660377,0.063141651,1
KIF11_162,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,27,HP.HF,323,265,NA,663,NA,NA,NA,NA,58.3,65.2,,"fish bones, otoliths (feather-like) and goo",,,,2985.424083,0.22,0.246037736,0.042512269,1
KIF11_163,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,27,HP.HF,294,247,NA,528.4,NA,NA,NA,NA,60,61.6,,two fish - minimum TL 39mm and 45mm,,,,2902.831612,0.24291498,0.249392713,0.047580383,1
KIF11_258,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,15,LP.LF,278,231,NA,400.7,NA,NA,NA,NA,60.2,63,RT/SC,"5 Pt. tile, tls 89, 86, 77, 60, 39",89,,,2978.701075,0.260606061,0.272727273,0.055821688,18
KIF11_430,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,30,HP.HF,271,224,NA,354,NA,NA,NA,NA,66.6,66.2,RT/SC,fish paste,,,,3462.757671,0.297321429,0.295535714,0.06901223,18
