pk_SpecimenID,SpeciesCode,GuildCode,SpecimenID,SampleID,Treatment,SiteName,Fishing,gh,gw,TLMM,SLMM,FLMM,wt,SizeClass,Notes,notes,TypeCode
2572,LU.BOHA,AP,KIF12_278,KIF12_278_1,Non-Acidified,38,LP.MF,97.1,117.3,666,538,,4536,4.10 - 8.19 kg,,,Fish
2607,LU.BOHA,AP,KIF12_313,KIF12_313_1,Non-Acidified,15,LP.LF,99.3,102,698,494,,3175,2.05 -4.10 kg,,,Fish
1467,LU.BOHA,AP,KIF11_100,KIF11_100_1,Non-Acidified,19,LP.LF,76,93.5,585,485,552,3000,2.05 -4.10 kg,,,Fish
1467,LU.BOHA,AP,KIF11_100,KIF11_100_1,Non-Acidified,19,LP.LF,76,93.5,585,485,552,3000,2.05 -4.10 kg,,,Fish
1595,LU.BOHA,AP,KIF11_228,KIF11_228_1,Non-Acidified,15,LP.LF,78,72,575,465,530,2920,2.05 -4.10 kg,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1595,LU.BOHA,AP,KIF11_228,KIF11_228_2,Non-Acidified,15,LP.LF,78,72,575,465,530,2920,2.05 -4.10 kg,,,Fish
1595,LU.BOHA,AP,KIF11_228,KIF11_228_3,Non-Acidified,15,LP.LF,78,72,575,465,530,2920,2.05 -4.10 kg,,,Fish
1468,LU.BOHA,AP,KIF11_101,KIF11_101_1,Non-Acidified,19,LP.LF,76,84.7,530,455,510,2420,2.05 -4.10 kg,,,Fish
1764,LU.BOHA,AP,KIF11_301,KIF11_301_1,Non-Acidified,10,LP.LF,89,71.2,560,454,520,2900,2.05 -4.10 kg,,,Fish
1594,LU.BOHA,AP,KIF11_227,KIF11_227_1,Non-Acidified,15,LP.LF,72,73,524,425,490,2180,2.05 -4.10 kg,,,Fish
2528,LU.BOHA,AP,KIF12_234,KIF12_234_1,Non-Acidified,40,HP.MF,80,88,510,400,,1640,1.02 - 2.05 kg,,,Fish
2490,LU.BOHA,AP,KIF12_196,KIF12_196_1,Non-Acidified,19,LP.LF,68.6,79.2,440,350,,1130,1.02 - 2.05 kg,,,Fish
2489,LU.BOHA,AP,KIF12_195,KIF12_195_1,Non-Acidified,19,LP.LF,56.6,60.1,360,294,,680,512 - 1024 g,,,Fish
1715,LU.BOHA,AP,KIF11_444,KIF11_444_1,Non-Acidified,8,HP.LF,57,54,364,285,336,757.7,512 - 1024 g,,,Fish
2598,LU.BOHA,AP,KIF12_304,KIF12_304_1,Non-Acidified,38,LP.MF,59,59.4,338,270,,590,512 - 1024 g,,,Fish
1693,LU.BOHA,AP,KIF11_422,KIF11_422_1,Non-Acidified,40,HP.MF,57.3,54.6,341,266,312,560.9,512 - 1024 g,,,Fish
1667,LU.BOHA,AP,KIF11_396,KIF11_396_1,Non-Acidified,38,LP.MF,51.1,58.3,340,263,310,593.9,512 - 1024 g,,,Fish
1667,LU.BOHA,AP,KIF11_396,KIF11_396_2,Non-Acidified,38,LP.MF,51.1,58.3,340,263,310,593.9,512 - 1024 g,,,Fish
1692,LU.BOHA,AP,KIF11_421,KIF11_421_1,Non-Acidified,40,HP.MF,54.4,48.2,322,255,295,479.9,256 - 512 g,,,Fish
2484,LU.BOHA,AP,KIF12_190,KIF12_190_1,Non-Acidified,19,LP.LF,57.3,66.4,330,255,,360,256 - 512 g,,,Fish
1606,LU.BOHA,AP,KIF11_239,KIF11_239_1,Non-Acidified,40,HP.MF,46,43.5,292,241,270,381.5,256 - 512 g,,,Fish
2588,LU.BOHA,AP,KIF12_294,KIF12_294_1,Non-Acidified,3,LP.MF,57.1,57,302,240,,380,256 - 512 g,,,Fish
1696,LU.BOHA,AP,KIF11_425,KIF11_425_1,Non-Acidified,3,LP.MF,49.1,44.6,304,237,272,411,256 - 512 g,,,Fish
1691,LU.BOHA,AP,KIF11_420,KIF11_420_1,Non-Acidified,40,HP.MF,50,47.7,296,234,270,387.2,256 - 512 g,,,Fish
2419,LU.BOHA,AP,KIF12_125,KIF12_125_1,Non-Acidified,30,HP.HF,48.6,51.6,274,224,,210,128 - 256 g,,,Fish
1592,LU.BOHA,AP,KIF11_225,KIF11_225_1,Non-Acidified,10,LP.LF,46,52.7,268,205,245,294.5,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1592,LU.BOHA,AP,KIF11_225,KIF11_225_2,Non-Acidified,10,LP.LF,46,52.7,268,205,245,294.5,256 - 512 g,,,Fish
1592,LU.BOHA,AP,KIF11_225,KIF11_225_3,Non-Acidified,10,LP.LF,46,52.7,268,205,245,294.5,256 - 512 g,,,Fish
2502,LU.BOHA,AP,KIF12_208,KIF12_208_1,Non-Acidified,40,HP.MF,45.5,45.5,256,204,,240,128 - 256 g,,,Fish
2363,LU.BOHA,AP,KIF12_069,KIF12_069_1,Non-Acidified,25,LP.MF,35.6,42.7,249,199,,260,256 - 512 g,See photos of prey items,,Fish
2361,LU.BOHA,AP,KIF12_067,KIF12_067_1,Non-Acidified,25,LP.MF,33.7,39,236,184,,166,128 - 256 g,See photos of prey items,,Fish
1688,LU.BOHA,AP,KIF11_417,KIF11_417_1,Non-Acidified,24,LP.MF,45.5,43.5,238,182,215,202.9,128 - 256 g,,,Fish
1591,LU.BOHA,AP,KIF11_224,KIF11_224_1,Non-Acidified,10,LP.LF,38,37.1,229,175,209,184.9,128 - 256 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1591,LU.BOHA,AP,KIF11_224,KIF11_224_2,Non-Acidified,10,LP.LF,38,37.1,229,175,209,184.9,128 - 256 g,,,Fish
2415,LU.BOHA,AP,KIF12_121,KIF12_121_1,Non-Acidified,40,HP.MF,39.1,43.1,217,169,,140,128 - 256 g,,,Fish
1732,LU.BOHA,AP,KIF11_461,KIF11_461_1,Non-Acidified,40,HP.MF,39.5,36.8,220,168,200,175.3,128 - 256 g,,,Fish
1496,LU.BOHA,AP,KIF11_129,KIF11_129_1,Non-Acidified,9,HP.MF,40,42.8,214,166,190,150.8,128 - 256 g,,,Fish
1698,LU.BOHA,AP,KIF11_427,KIF11_427_1,Non-Acidified,3,LP.MF,34.4,37,213,163,193,139.8,128 - 256 g,,,Fish
1689,LU.BOHA,AP,KIF11_418,KIF11_418_1,Non-Acidified,24,LP.MF,30.7,35,209,160,186,129,128 - 256 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1689,LU.BOHA,AP,KIF11_418,KIF11_418_2,Non-Acidified,24,LP.MF,30.7,35,209,160,186,129,128 - 256 g,,,Fish
1519,LU.BOHA,AP,KIF11_152,KIF11_152_1,Non-Acidified,3,LP.MF,38.3,57.4,204,157,187,132.7,128 - 256 g,,,Fish
1690,LU.BOHA,AP,KIF11_419,KIF11_419_1,Non-Acidified,40,HP.MF,35.2,34.4,198,156,180,104.2,64 - 128 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1690,LU.BOHA,AP,KIF11_419,KIF11_419_2,Non-Acidified,40,HP.MF,35.2,34.4,198,156,180,104.2,64 - 128 g,,,Fish
2468,LU.BOHA,AP,KIF12_174,KIF12_174_1,Non-Acidified,30,HP.HF,25.1,24.2,192,152,,85.6,64 - 128 g,,,Fish
1392,LU.BOHA,AP,KIF11_025,KIF11_025_1,Non-Acidified,35,HP.LF,33.84,32.36,189,149,172,110.6,64 - 128 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1392,LU.BOHA,AP,KIF11_025,KIF11_025_1,Non-Acidified,35,HP.LF,33.84,32.36,189,149,172,110.6,64 - 128 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1392,LU.BOHA,AP,KIF11_025,KIF11_025_1,Non-Acidified,35,HP.LF,33.84,32.36,189,149,172,110.6,64 - 128 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1609,LU.BOHA,AP,KIF11_242,KIF11_242_1,Non-Acidified,40,HP.MF,30,28.3,176,144,161,83.8,64 - 128 g,,,Fish
1385,LU.BOHA,AP,KIF11_018,KIF11_018_1,Non-Acidified,34,HP.LF,32.81,30.76,178,140,165,91.1,64 - 128 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
2301,LU.BOHA,AP,KIF12_007,KIF12_007_1,Non-Acidified,30,HP.HF,30,25.5,180,137,,73,64 - 128 g,,,Fish
1733,LU.BOHA,AP,KIF11_462,KIF11_462_1,Non-Acidified,40,HP.MF,32,31.2,168,129,154,67.5,64 - 128 g,gutshot,,Fish
2449,LU.BOHA,AP,KIF12_155,KIF12_155_1,Non-Acidified,6,HP.LF,27.4,29.9,147.9,113.1,,40,32 - 64 g,,,Fish
2305,LU.BOHA,AP,KIF12_011,KIF12_011_1,Non-Acidified,30,HP.HF,27.3,29,149.4,111.4,,43.4,32 - 64 g,,,Fish
2414,LU.BOHA,AP,KIF12_120,KIF12_120_1,Non-Acidified,40,HP.MF,30.3,28.7,141.2,109.1,,36.3,32 - 64 g,,,Fish
2501,LU.BOHA,AP,KIF12_207,KIF12_207_1,Non-Acidified,40,HP.MF,30.3,30.7,135.6,100.8,,36.6,32 - 64 g,,,Fish
2424,LU.BOHA,AP,KIF12_130,KIF12_130_1,Non-Acidified,30,HP.HF,35.2,40,18.4,14.4,,79,64 - 128 g,,,Fish
1561,ME.NIGE,ZP,KIF11_194,KIF11_194_1,Non-Acidified,2,LP.MF,22,15.6,294,240,279,506.5,256 - 512 g,,,Fish
1542,ME.NIGE,ZP,KIF11_175,KIF11_175_1,Non-Acidified,15,LP.LF,17.7,15.2,283,235,272,581,512 - 1024 g,sat out 24 hours before dissection,,Fish
1566,ME.NIGE,ZP,KIF11_199,KIF11_199_1,Non-Acidified,3,LP.MF,16.1,15.1,287,235,269,501.9,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1566,ME.NIGE,ZP,KIF11_199,KIF11_199_2,Non-Acidified,3,LP.MF,16.1,15.1,287,235,269,501.9,256 - 512 g,,duplicate plugs re-rinsed/dried where available (to replace samples left in oven over christmas break),Fish
1444,ME.NIGE,ZP,KIF11_077,KIF11_077_1,Non-Acidified,35,HP.LF,15.5,14,280,234,267,480.3,256 - 512 g,,,Fish
2540,ME.NIGE,ZP,KIF12_246,KIF12_246_1,Non-Acidified,15,LP.LF,21,16.5,283,234,,450,256 - 512 g,,,Fish
1560,ME.NIGE,ZP,KIF11_193,KIF11_193_1,Non-Acidified,2,LP.MF,10.7,12.2,282,230,264,460,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1560,ME.NIGE,ZP,KIF11_193,KIF11_193_2,Non-Acidified,2,LP.MF,10.7,12.2,282,230,264,460,256 - 512 g,,,Fish
2539,ME.NIGE,ZP,KIF12_245,KIF12_245_1,Non-Acidified,15,LP.LF,19,15.5,274,226,,530,512 - 1024 g,,,Fish
1547,ME.NIGE,ZP,KIF11_180,KIF11_180_1,Non-Acidified,35,HP.LF,16.1,13.2,275,226,259,492,256 - 512 g,,,Fish
1384,ME.NIGE,ZP,KIF11_017,KIF11_017_1,Non-Acidified,34,HP.LF,17.2,15.37,271,226,258,408.8,256 - 512 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1411,ME.NIGE,ZP,KIF11_044,KIF11_044_1,Non-Acidified,6,HP.LF,8,11,269,225,259,392,256 - 512 g,,,Fish
1551,ME.NIGE,ZP,KIF11_184,KIF11_184_1,Non-Acidified,8,HP.LF,15,14.7,270,223,257,428.7,256 - 512 g,,,Fish
1550,ME.NIGE,ZP,KIF11_183,KIF11_183_1,Non-Acidified,8,HP.LF,17.4,16.2,273,221,260,421.5,256 - 512 g,,,Fish
1550,ME.NIGE,ZP,KIF11_183,KIF11_183_1,Non-Acidified,8,HP.LF,17.4,16.2,273,221,260,421.5,256 - 512 g,,,Fish
1450,ME.NIGE,ZP,KIF11_083,KIF11_083_1,Non-Acidified,3,LP.MF,15.1,14.5,262,220,250,378.3,256 - 512 g,,,Fish
2538,ME.NIGE,ZP,KIF12_244,KIF12_244_1,Non-Acidified,15,LP.LF,23,16.9,277,218,,430,256 - 512 g,,,Fish
1478,ME.NIGE,ZP,KIF11_111,KIF11_111_1,Non-Acidified,19,LP.LF,18.6,14.4,262,217,248,409.4,256 - 512 g,,,Fish
2480,ME.NIGE,ZP,KIF12_186,KIF12_186_1,Non-Acidified,19,LP.LF,17.4,15,257,217,,260,256 - 512 g,,,Fish
1634,ME.NIGE,ZP,KIF11_267,KIF11_267_1,Non-Acidified,2,LP.MF,20.1,13.8,274,215,258,453,256 - 512 g,,,Fish
1637,ME.NIGE,ZP,KIF11_270,KIF11_270_1,Non-Acidified,2,LP.MF,19,14.3,265,209,250,463.8,256 - 512 g,,,Fish
1452,ME.NIGE,ZP,KIF11_085,KIF11_085_1,Non-Acidified,3,LP.MF,14.6,13.6,254,209,235,355.8,256 - 512 g,,,Fish
1567,ME.NIGE,ZP,KIF11_200,KIF11_200_1,Non-Acidified,3,LP.MF,14.4,13.5,247,200,234,366.3,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
2524,ME.NIGE,ZP,KIF12_230,KIF12_230_1,Non-Acidified,6,HP.LF,17.2,13,244,198,,350.1,256 - 512 g,,,Fish
1939,ME.NIGE,ZP,KIF11_572,KIF11_572_1,,30,HP.HF,5.2,8.5,237,197,228,294.9,256 - 512 g,"no fork, head impenetrable",,Fish
1552,ME.NIGE,ZP,KIF11_185,KIF11_185_1,Non-Acidified,8,HP.LF,14.7,13,240,197,223,262.7,256 - 512 g,,,Fish
1565,ME.NIGE,ZP,KIF11_198,KIF11_198_1,Non-Acidified,3,LP.MF,13.1,12.2,235,196,225,320.4,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1565,ME.NIGE,ZP,KIF11_198,KIF11_198_2,Non-Acidified,3,LP.MF,13.1,12.2,235,196,225,320.4,256 - 512 g,,,Fish
2544,ME.NIGE,ZP,KIF12_250,KIF12_250_1,Non-Acidified,15,LP.LF,17.1,13.7,244,196,,320,256 - 512 g,,,Fish
1456,ME.NIGE,ZP,KIF11_089,KIF11_089_1,Non-Acidified,25,LP.MF,12,12.5,236,195,221,290.2,256 - 512 g,,,Fish
1699,ME.NIGE,ZP,KIF11_428,KIF11_428_1,Non-Acidified,3,LP.MF,13.3,12,235,193,224,294.3,256 - 512 g,,,Fish
2537,ME.NIGE,ZP,KIF12_243,KIF12_243_1,Non-Acidified,15,LP.LF,15.8,13.1,266,184,,290,256 - 512 g,,,Fish
2482,ME.NIGE,ZP,KIF12_188,KIF12_188_1,Non-Acidified,19,LP.LF,14.1,12,225,183,,275,256 - 512 g,,,Fish
2382,ME.NIGE,ZP,KIF12_088,KIF12_088_1,Non-Acidified,24,LP.MF,15.4,12,220,178,,300,256 - 512 g,,,Fish
1434,ME.NIGE,ZP,KIF11_067,KIF11_067_1,Non-Acidified,27,HP.HF,11,9.7,210,177,200,205.7,128 - 256 g,,,Fish
1442,ME.NIGE,ZP,KIF11_075,KIF11_075_1,Non-Acidified,35,HP.LF,13.4,11.6,214,175,200,205,128 - 256 g,,,Fish
1938,ME.NIGE,ZP,KIF11_571,KIF11_571_1,,30,HP.HF,6,8.3,203,173,198,212.9,128 - 256 g,"no fork, head impenetrable",,Fish
2386,ME.NIGE,ZP,KIF12_092,KIF12_092_1,Non-Acidified,40,HP.MF,14.1,10.1,195,162,,199.6,128 - 256 g,,,Fish
2384,ME.NIGE,ZP,KIF12_090,KIF12_090_1,Non-Acidified,24,LP.MF,13.6,8.8,197,161,,160.3,128 - 256 g,,,Fish
1568,ME.NIGE,ZP,KIF11_201,KIF11_201_1,Non-Acidified,3,LP.MF,12.6,11.2,190,155,179,156.4,128 - 256 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1568,ME.NIGE,ZP,KIF11_201,KIF11_201_2,Non-Acidified,3,LP.MF,12.6,11.2,190,155,179,156.4,128 - 256 g,,,Fish
1436,ME.NIGE,ZP,KIF11_069,KIF11_069_1,Non-Acidified,27,HP.HF,13,9.5,190,153,183,161.9,128 - 256 g,,,Fish
1482,ME.NIGE,ZP,KIF11_115,KIF11_115_1,Non-Acidified,27,HP.HF,13,10,180,145,173,134.4,128 - 256 g,,,Fish
2593,ME.NIGE,ZP,KIF12_299,KIF12_299_1,Non-Acidified,3,LP.MF,13.5,10,159.2,135.3,,93.7,64 - 128 g,,,Fish
1372,ME.NIGE,ZP,KIF11_005,KIF11_005_1,Non-Acidified,34,HP.LF,11.54,10.21,162,133,156,99.8,64 - 128 g,date of processing not certain,,Fish
1387,ME.NIGE,ZP,KIF11_020,KIF11_020_1,Non-Acidified,35,HP.LF,11.12,9.1,153,124,145,71.3,64 - 128 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1387,ME.NIGE,ZP,KIF11_020,KIF11_020_1,Non-Acidified,35,HP.LF,11.12,9.1,153,124,145,71.3,64 - 128 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1440,ME.NIGE,ZP,KIF11_073,KIF11_073_1,Non-Acidified,35,HP.LF,12.2,8,150,122,143,68.6,64 - 128 g,,,Fish
2455,ME.NIGE,ZP,KIF12_161,KIF12_161_1,Non-Acidified,6,HP.LF,11.4,8.6,146.5,116.8,,68.1,64 - 128 g,,,Fish
2567,ME.NIGE,ZP,KIF12_273,KIF12_273_1,Non-Acidified,8,HP.LF,9.9,8.6,147.4,112.8,,66.5,64 - 128 g,,,Fish
1375,ME.NIGE,ZP,KIF11_008,KIF11_008_1,,34,HP.LF,9.36,7.88,130,104,123,43,32 - 64 g,date of processing not certain,,Fish
1671,MO.GRAN,BI,KIF11_400,KIF11_400_1,Non-Acidified,24,LP.MF,65,46.6,399,311,360,1090.8,1.02 - 2.05 kg,,,Fish
1410,MO.GRAN,BI,KIF11_043,KIF11_043_1,Non-Acidified,6,HP.LF,44.7,39.2,350,275,305,691.1,512 - 1024 g,,,Fish
1410,MO.GRAN,BI,KIF11_043,KIF11_043_1,Non-Acidified,6,HP.LF,44.7,39.2,350,275,305,691.1,512 - 1024 g,,,Fish
1474,MO.GRAN,BI,KIF11_107,KIF11_107_1,Non-Acidified,19,LP.LF,27,21.2,290,236,250,404.1,256 - 512 g,,,Fish
1674,MO.GRAN,BI,KIF11_403,KIF11_403_1,Non-Acidified,16,LP.LF,49.5,31.7,310,235,270,475.8,256 - 512 g,,,Fish
1443,MO.GRAN,BI,KIF11_076,KIF11_076_1,Non-Acidified,35,HP.LF,48.5,32.9,300,235,274,445.1,256 - 512 g,,,Fish
1443,MO.GRAN,BI,KIF11_076,KIF11_076_1,Non-Acidified,35,HP.LF,48.5,32.9,300,235,274,445.1,256 - 512 g,,,Fish
1443,MO.GRAN,BI,KIF11_076,KIF11_076_1,Non-Acidified,35,HP.LF,48.5,32.9,300,235,274,445.1,256 - 512 g,,,Fish
2407,MO.GRAN,BI,KIF12_113,KIF12_113_1,Non-Acidified,2,LP.MF,40,34.9,300,234,,400,256 - 512 g,,,Fish
1678,MO.GRAN,BI,KIF11_407,KIF11_407_1,Non-Acidified,24,LP.MF,43,40,303,232,265,513.2,512 - 1024 g,,,Fish
1710,MO.GRAN,BI,KIF11_440,KIF11_440_1,Non-Acidified,27,HP.HF,31.3,29.1,301,232,268,468.5,256 - 512 g,,,Fish
1630,MO.GRAN,BI,KIF11_263,KIF11_263_1,Non-Acidified,3,LP.MF,41.3,29.9,299,228,262,457.8,256 - 512 g,,,Fish
1388,MO.GRAN,BI,KIF11_021,KIF11_021_1,Non-Acidified,35,HP.LF,38.39,36.09,290,227,253,462.8,256 - 512 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1388,MO.GRAN,BI,KIF11_021,KIF11_021_1,Non-Acidified,35,HP.LF,38.39,36.09,290,227,253,462.8,256 - 512 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1499,MO.GRAN,BI,KIF11_132,KIF11_132_1,Non-Acidified,3,LP.MF,49,40.1,290,225,252,437.8,256 - 512 g,,,Fish
1756,MO.GRAN,BI,KIF11_293,KIF11_293_1,Non-Acidified,10,LP.LF,42,39.4,280,225,245,370,256 - 512 g,,,Fish
2434,MO.GRAN,BI,KIF12_140,KIF12_140_1,Non-Acidified,40,HP.MF,43.2,38.3,283,224,,400,256 - 512 g,OTOLITH DESTROYED,,Fish
1399,MO.GRAN,BI,KIF11_032,KIF11_032_1,Non-Acidified,9,HP.MF,48,43,288,220,252,450,256 - 512 g,sat out on ice for 36 hours before dissection,,Fish
1726,MO.GRAN,BI,KIF11_455,KIF11_455_1,Non-Acidified,26,EXTRA,40.6,28.5,280,219,251,441.4,256 - 512 g,,,Fish
1697,MO.GRAN,BI,KIF11_426,KIF11_426_1,Non-Acidified,3,LP.MF,38,27.8,280,219,250,404.8,256 - 512 g,,,Fish
1663,MO.GRAN,BI,KIF11_392,KIF11_392_1,Non-Acidified,2,LP.MF,47.3,43,283,218,148,379.7,256 - 512 g,,,Fish
1599,MO.GRAN,BI,KIF11_232,KIF11_232_1,Non-Acidified,40,HP.MF,31.1,30.1,284,218,245,345.4,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1599,MO.GRAN,BI,KIF11_232,KIF11_232_2,Non-Acidified,40,HP.MF,31.1,30.1,284,218,245,345.4,256 - 512 g,,,Fish
1389,MO.GRAN,BI,KIF11_022,KIF11_022_1,Non-Acidified,35,HP.LF,36.55,36.99,283,217,245,483.8,256 - 512 g,"sat out on ice for 36 hours before dissection; no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1389,MO.GRAN,BI,KIF11_022,KIF11_022_1,Non-Acidified,35,HP.LF,36.55,36.99,283,217,245,483.8,256 - 512 g,"sat out on ice for 36 hours before dissection; no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1389,MO.GRAN,BI,KIF11_022,KIF11_022_1,Non-Acidified,35,HP.LF,36.55,36.99,283,217,245,483.8,256 - 512 g,"sat out on ice for 36 hours before dissection; no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1665,MO.GRAN,BI,KIF11_394,KIF11_394_1,Non-Acidified,2,LP.MF,44,31,279,216,350,377.8,256 - 512 g,,,Fish
1602,MO.GRAN,BI,KIF11_235,KIF11_235_1,Non-Acidified,40,HP.MF,43.7,38.9,286,215,253,381.5,256 - 512 g,,,Fish
1662,MO.GRAN,BI,KIF11_391,KIF11_391_1,Non-Acidified,2,LP.MF,44,35.6,275,214,238,364.1,256 - 512 g,,,Fish
1694,MO.GRAN,BI,KIF11_423,KIF11_423_1,Non-Acidified,3,LP.MF,46.6,27.6,278,213,244,430.6,256 - 512 g,,,Fish
1661,MO.GRAN,BI,KIF11_390,KIF11_390_1,Non-Acidified,2,LP.MF,42.1,31.9,273,211,243,362.2,256 - 512 g,,,Fish
1695,MO.GRAN,BI,KIF11_424,KIF11_424_1,Non-Acidified,3,LP.MF,43.1,27.5,277,211,239,355.2,256 - 512 g,,,Fish
1487,MO.GRAN,BI,KIF11_120,KIF11_120_1,Non-Acidified,27,HP.HF,37.2,29.6,271,210,239,400,256 - 512 g,,,Fish
1673,MO.GRAN,BI,KIF11_402,KIF11_402_1,Non-Acidified,16,LP.LF,40.7,38.6,275,210,254,375.2,256 - 512 g,,,Fish
1712,MO.GRAN,BI,KIF11_441,KIF11_441_1,Non-Acidified,27,HP.HF,37,23.2,276,210,240,364,256 - 512 g,,,Fish
1533,MO.GRAN,BI,KIF11_166,KIF11_166_1,,40,HP.MF,31.2,29.5,265,210,230,309.1,256 - 512 g,,,Fish
1666,MO.GRAN,BI,KIF11_395,KIF11_395_1,Non-Acidified,2,LP.MF,31.5,33,275,208,239,347.2,256 - 512 g,,,Fish
1391,MO.GRAN,BI,KIF11_024,KIF11_024_1,Non-Acidified,35,HP.LF,30.47,32.15,265,206,230,351.4,256 - 512 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1391,MO.GRAN,BI,KIF11_024,KIF11_024_1,Non-Acidified,35,HP.LF,30.47,32.15,265,206,230,351.4,256 - 512 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1391,MO.GRAN,BI,KIF11_024,KIF11_024_1,Non-Acidified,35,HP.LF,30.47,32.15,265,206,230,351.4,256 - 512 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1757,MO.GRAN,BI,KIF11_294,KIF11_294_1,Non-Acidified,11,LP.LF,31.3,34.2,269,206,236,333.3,256 - 512 g,,,Fish
1600,MO.GRAN,BI,KIF11_233,KIF11_233_1,Non-Acidified,40,HP.MF,39.7,36,273,205,235,366,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1600,MO.GRAN,BI,KIF11_233,KIF11_233_2,Non-Acidified,40,HP.MF,39.7,36,273,205,235,366,256 - 512 g,,,Fish
2451,MO.GRAN,BI,KIF12_157,KIF12_157_1,Non-Acidified,6,HP.LF,43.1,36.3,270,205,,310,256 - 512 g,,,Fish
1716,MO.GRAN,BI,KIF11_445,KIF11_445_1,Non-Acidified,8,HP.LF,34.8,33.3,268,204,235,336.2,256 - 512 g,,,Fish
1945,MO.GRAN,BI,KIF11_578,KIF11_578_1,,8,HP.LF,33,23.4,255,203,228,329.1,256 - 512 g,CHECK WITH AO/KELSEA FOR WHETHER PHOTO 578 IS CORRECT,,Fish
1645,MO.GRAN,BI,KIF11_278,KIF11_278_1,Non-Acidified,3,LP.MF,37.8,30.5,265,202,235,339.8,256 - 512 g,,,Fish
1713,MO.GRAN,BI,KIF11_442,KIF11_442_1,Non-Acidified,27,HP.HF,34,26.2,262,202,230,339,256 - 512 g,,,Fish
1668,MO.GRAN,BI,KIF11_397,KIF11_397_1,Non-Acidified,38,LP.MF,42.1,35.3,258,201,218,321.6,256 - 512 g,,,Fish
1435,MO.GRAN,BI,KIF11_068,KIF11_068_1,Non-Acidified,27,HP.HF,37.6,30.1,253,200,223,286.4,256 - 512 g,,,Fish
1603,MO.GRAN,BI,KIF11_236,KIF11_236_1,Non-Acidified,40,HP.MF,28.8,25,260,200,227,277.5,256 - 512 g,,,Fish
1603,MO.GRAN,BI,KIF11_236,KIF11_236_2,Non-Acidified,40,HP.MF,28.8,25,260,200,227,277.5,256 - 512 g,,,Fish
1664,MO.GRAN,BI,KIF11_393,KIF11_393_1,Non-Acidified,2,LP.MF,41.3,35.1,256,199,223,337.5,256 - 512 g,,,Fish
1703,MO.GRAN,BI,KIF11_432,KIF11_432_1,Non-Acidified,30,HP.HF,34.6,27,256,199,228,295.4,256 - 512 g,,,Fish
2558,MO.GRAN,BI,KIF12_264,KIF12_264_1,Non-Acidified,40,HP.MF,34.9,36.3,259,198,,300,256 - 512 g,,,Fish
1601,MO.GRAN,BI,KIF11_234,KIF11_234_1,Non-Acidified,40,HP.MF,33,30.1,260,196,221,270,256 - 512 g,,,Fish
