SpecimenID,Family,Order,Genus,SpeciesCode,j_fg,Site,Region,TL,SL,FL,wt,length(cm),a (cm),b (cm),calc_wt,gh,gw,dissected_by,stomach_contents,prey_size,coll_notes,dis_notes
KIF11_598,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,2,LP.MF,,35.3,41.2,1.5,,,,,3.4,2.2,RT/AO,whole stomach retained,,"tail broken, From between sites 2 and 24","tail broken, From between sites 2 and 24"
KIF11_599,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,2,LP.MF,,42.3,,1.7,,,,,3.6,2.7,RT/AO,whole stomach retained,,"tail broken, From between sites 2 and 24","tail broken, From between sites 2 and 24"
KIF11_600,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,2,LP.MF,,37,,1.9,,,,,3.5,3,RT/AO,"gut shot, no sample taken",,"tail broken, From between sites 2 and 24","tail broken, From between sites 2 and 24"
KIF11_601,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,2,LP.MF,,31.3,,1.2,,,,,3.9,2.7,RT/AO,whole stomach retained,,"tail broken, From between sites 2 and 24","tail broken, From between sites 2 and 24"
KIF11_602,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,2,LP.MF,,26.9,30.1,0.6,,,,,2.3,1.7,RT/AO,whole stomach retained,,"tail broken, From between sites 2 and 24","tail broken, From between sites 2 and 24"
KIF11_603,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,2,LP.MF,28.8,22.1,25.2,0.4,,,,,2.3,1,RT/AO,whole stomach retained,,From between sites 2 and 24,From between sites 2 and 24
KIF11_605,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,38,LP.MF,,35.2,41.1,1.4,,,,,3.2,2.9,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_606,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,38,LP.MF,,34.5,,1.5,,,,,3.4,3.1,RT/AO,"gut shot, no sample taken",,,
KIF11_607,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,38,LP.MF,,36.3,,1.8,,,,,3.4,2.3,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_608,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,38,LP.MF,,34.3,40.5,1.7,,,,,3.2,2,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_609,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,38,LP.MF,,24.7,,0.4,,,,,2.1,1.3,RT/AO,"gut shot, no sample taken",,tail broken,tail broken
KIF11_610,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,38,LP.MF,,24.1,,0.6,,,,,2,1.5,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_612,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,15,LP.LF,51.2,37.3,43.2,2.2,,,,,3.9,2.3,RT/AO,whole stomach retained,,,
KIF11_613,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,15,LP.LF,,34.9,,1.5,,,,,3.1,2.2,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_614,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,15,LP.LF,,40.7,46.6,2.2,,,,,3.5,3.2,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_615,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,15,LP.LF,49.9,37.5,45,2.1,,,,,3.1,2.8,RT/AO,whole stomach retained,,,
KIF11_616,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,15,LP.LF,49.6,37.1,44.3,2,,,,,3.3,2.1,RT/AO,whole stomach retained,,,
KIF11_617,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,15,LP.LF,41.8,31.1,37.7,1.3,,,,,2.6,1.7,RT/AO,whole stomach retained,,,
KIF11_618,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,15,LP.LF,,22.2,20.5,0.3,,,,,1.8,1,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_619,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,15,LP.LF,,22,,0.4,,,,,1.5,0.9,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_621,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,15,LP.LF,,21.2,,0.3,,,,,1.9,1,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_623,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,35,,1.6,,,,,2.5,1.7,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_624,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,37.5,41.8,1.7,,,,,3.1,2.9,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_625,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,27.7,30.2,0.8,,,,,3.9,2.2,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_626,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,35.4,,1.7,,,,,4.2,3.4,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_627,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,31.2,,1.2,,,,,3.4,2.1,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_628,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,34.6,,1.6,,,,,2.8,2.2,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_629,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,43,33.5,39.2,1.3,,,,,3.2,1.8,RT/AO,whole stomach retained,,,
KIF11_630,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,28.1,,0.8,,,,,2.2,2,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_631,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,27.4,33.1,0.8,,,,,2.7,2.1,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_632,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,24.9,29.7,0.7,,,,,3,2.1,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_633,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,39.1,28.6,32.3,0.9,,,,,3,1.2,RT/AO,whole stomach retained,,,
KIF11_634,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,29.5,,0.9,,,,,3,2.1,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_635,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,23.5,,0.7,,,,,2,1.2,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_636,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,26.7,,0.7,,,,,2.2,1.4,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_637,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,28.6,,0.6,,,,,2.7,1.7,RT/AO,whole stomach retained,,tail broken,tail broken
KIF11_1058,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,10,LP.LF,38.7,27,30.7,0.9,,,,,3.6,2.3,RT/AO,whole stomach retained,,,
KIF11_1059,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,27,HP.HF,,31.8,36.5,1.6,,,,,3.5,1.8,AO/KP,whole stomach retained,,tail broken,tail broken
KIF11_1060,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,27,HP.HF,,35.2,40.6,1.8,,,,,3.4,2.3,AO/KP,whole stomach retained,,tail broken,tail broken
KIF11_1061,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,27,HP.HF,47.7,36.6,43,1.9,,,,,3,2.2,AO/KP,whole stomach retained,,,
KIF11_1062,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,27,HP.HF,,37.3,43.7,2.4,,,,,3.1,2.9,AO/KP,whole stomach retained,,tail broken,tail broken
KIF11_1063,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,27,HP.HF,40.7,31.7,35.4,1.2,,,,,3,2.1,AO/KP,whole stomach retained,,,
KIF11_1068,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,27,HP.HF,44,32.9,39.5,1.3,,,,,2.9,2,AO/KP,whole stomach retained,,,
KIF11_1073,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,30,HP.HF,,37.2,,2,,,,,3.8,2.3,AO/KP,whole stomach retained,,tail broken,tail broken
KIF11_1083,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,27,HP.HF,,35,,1.5,,,,,3,2.1,AO/KP,whole stomach retained,,tail broken,tail broken
KIF11_1084,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,27,HP.HF,42,31.6,36.5,1.2,,,,,2.9,2,AO/KP,whole stomach retained,,,
KIF11_1085,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,27,HP.HF,,24.9,,0.3,,,,,2,1,AO/KP,whole stomach retained,,tail broken,tail broken
KIF11_052,,,Acanthurus,AC.OLIV,He,27,HP.HF,218,164,191,167.9,,,,,11.6,10.7,SC,"bits of algae, possibly tiny crustacean bits (litle red antennae and appendages)",,,
KIF11_053,,,Acanthurus,AC.OLIV,He,27,HP.HF,274,198,238,313.2,,,,,13.4,11.7,JB,UI'd fine sandy guts,,,
KIF11_054,,,Acanthurus,AC.OLIV,He,27,HP.HF,220,164,214,165.9,,,,,14.5,9.4,SC,"sand, bits of algae; possible tiny crustacean bits",,,
KIF11_056,,,Acanthurus,AC.OLIV,He,27,HP.HF,320,222,260,418.7,,,,,19,19,SC,gut w/ bits of algael possibly crustacean parts,,,
KIF11_112,,,Acanthurus,AC.OLIV,He,27,HP.HF,246,190,221,241.9,,,,,15.3,11.4,,nothing identifiable gut,,,
KIF11_155,,,Acanthurus,AC.OLIV,He,33,HP.MF,246,190,220,268.6,,,,,18,12.2,,"acanthuid grit, bits of algae",,,
KIF11_158,,,Acanthurus,AC.OLIV,He,27,HP.HF,201,151,181,145.6,,,,,13.6,10,,acanthurid grit,,,
KIF11_027,Scaridae,Perciformes,Chlorurus,CH.SORD,He,35,HP.LF,310,254,307,736.8,,,,,25.47,22.31,SC,,,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018","no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018"
KIF11_030,Scaridae,Perciformes,Chlorurus,CH.SORD,He,9,HP.MF,282,240,277,467.4,,,,,32.5,21,SC,unidentifiable grit,,sat out on ice for 36 hours before dissection,sat out on ice for 36 hours before dissection
KIF11_041,Scaridae,Perciformes,Chlorurus,CH.SORD,He,8,HP.LF,145,117,,56.4,,,,,12.7,9,RT,"typical parrotfish gut content; highly reticulated intestines, difficult to see stomach",,,
KIF11_042,Scaridae,Perciformes,Chlorurus,CH.SORD,He,6,HP.LF,320,277,,720.8,,,,,26.1,24.2,RT,"typical parrotfish gut content; highly reticulated intestines, difficult to see stomach",,,
KIF11_045,Scaridae,Perciformes,Chlorurus,CH.SORD,He,6,HP.LF,245,220,,333.8,,,,,24.3,18.6,RT/SC,parrotfish goop,,,
KIF11_063,Scaridae,Perciformes,Chlorurus,CH.SORD,He,30,HP.HF,335,275,330,850.3,,,,,36.7,28,SC,typical parrotfish gut,,,
KIF11_071,Scaridae,Perciformes,Chlorurus,CH.SORD,He,30,HP.HF,290,238,,480.3,,,,,21,21.6,RT,typical parrotfish.,,,
KIF11_090,Scaridae,Perciformes,Chlorurus,CH.SORD,He,25,LP.MF,209,168,,209.4,,,,,19.1,14.8,JB,typical parrotfish goo,,,
KIF11_093,Scaridae,Perciformes,Chlorurus,CH.SORD,He,25,LP.MF,345,290,,830,,,,,40.2,29.5,RT,typical parrotfish goo,,,
KIF11_095,Scaridae,Perciformes,Chlorurus,CH.SORD,He,35,HP.LF,181,146,,116,,,,,16.6,11.7,JB,typical parrotfish goop,,,
KIF11_096,Scaridae,Perciformes,Chlorurus,CH.SORD,He,35,HP.LF,263,235,,458.5,,,,,27.6,23.4,RT,typical parrotfish goop,,,
KIF11_098,Scaridae,Perciformes,Chlorurus,CH.SORD,He,35,HP.LF,326,268,320,820.3,,,,,38,26.8,SC,typical parrotfish goop w/ red granules,,,
KIF11_130,Scaridae,Perciformes,Chlorurus,CH.SORD,He,9,HP.MF,315,258,308,692,,,,,42.8,28,,typical scarid goop,,,
KIF11_131,Scaridae,Perciformes,Chlorurus,CH.SORD,He,3,LP.MF,249,203,245,317.7,,,,,31.2,22.1,,typical scarid goop,,,
KIF11_153,Scaridae,Perciformes,Chlorurus,CH.SORD,He,3,LP.MF,131,105,126,43.1,,,,,14.6,9.6,,same old scarid shit,,,
KIF11_154,Scaridae,Perciformes,Chlorurus,CH.SORD,He,34,HP.LF,345,290,330,849.5,,,,,34.4,27.7,,scarid mush,,,
KIF11_170,Scaridae,Perciformes,Chlorurus,CH.SORD,He,40,HP.MF,301,249,298,626.3,,,,,35.4,23.2,,typical scarid fucking nastiness,,,
KIF11_172,Scaridae,Perciformes,Chlorurus,CH.SORD,He,35,HP.LF,240,212,,301.4,,,,,23.9,16.6,,scarid goop,,,
KIF11_174,Scaridae,Perciformes,Chlorurus,CH.SORD,He,15,LP.LF,251,209,,357.4,,,,,21.3,19.6,,typical scarid stom,,sat out 24 hours before dissection,sat out 24 hours before dissection
KIF11_176,Scaridae,Perciformes,Chlorurus,CH.SORD,He,15,LP.LF,221,185,,244.2,,,,,22.4,17.6,,,,sat out 24 hours before dissection,sat out 24 hours before dissection
KIF11_189,Scaridae,Perciformes,Chlorurus,CH.SORD,He,35,HP.LF,271,225,,413.5,,,,,29.2,20.5,,,,,
KIF11_222,Scaridae,Perciformes,Chlorurus,CH.SORD,He,15,LP.LF,251,210,,325.2,,,,,28.2,19.1,RT/SC,scarid shit,,,
KIF11_226,Scaridae,Perciformes,Chlorurus,CH.SORD,He,10,LP.LF,230,183,,234,,,,,26.3,18,RT/SC,scarid shit,,,
KIF11_250,Scaridae,Perciformes,Chlorurus,CH.SORD,He,15,LP.LF,244,203,236,341,,,,,28.8,21,RT/SC,scarid shit,,,
KIF11_255,Scaridae,Perciformes,Chlorurus,CH.SORD,He,40,HP.MF,318,255,313,700.1,,,,,36.7,24.8,RT/SC,scarid shit,,,
KIF11_257,Scaridae,Perciformes,Chlorurus,CH.SORD,He,40,HP.MF,200,165,,190.7,,,,,23.5,17,RT/SC,scarid shit,,Microtube broken within freezer - sample lost,Microtube broken within freezer - sample lost
KIF11_259,Scaridae,Perciformes,Chlorurus,CH.SORD,He,40,HP.MF,320,263,317,732.9,,,,,38.8,28.6,RT/SC,scarid shit,,,
KIF11_260,Scaridae,Perciformes,Chlorurus,CH.SORD,He,40,HP.MF,244,204,,311.4,,,,,30,20.1,RT/SC,scarid shit,,,
KIF11_261,Scaridae,Perciformes,Chlorurus,CH.SORD,He,40,HP.MF,324,261,318,776.1,,,,,35,27,RT/SC,scarid shit,,,
KIF11_262,Scaridae,Perciformes,Chlorurus,CH.SORD,He,30,HP.HF,274,228,270,453.9,,,,,33.8,22.6,RT/SC,scarid shit,,,
KIF11_265,Scaridae,Perciformes,Chlorurus,CH.SORD,He,3,LP.MF,332,267,320,807.3,,,,,41,27.3,RT/SC,scarid shit,,,
KIF11_266,Scaridae,Perciformes,Chlorurus,CH.SORD,He,3,LP.MF,323,259,320,654.1,,,,,40.2,27.2,RT/SC,scarid shit,,,
KIF11_282,Scaridae,Perciformes,Chlorurus,CH.SORD,He,3,LP.MF,259,218,256,399.3,,,,,30.1,21.1,RT/SC,scarid shit,,,
KIF11_283,Scaridae,Perciformes,Chlorurus,CH.SORD,He,3,LP.MF,255,211,,404.1,,,,,32,19.6,RT/SC,scarid shit,,,
KIF11_388,Scaridae,Perciformes,Chlorurus,CH.SORD,He,40,HP.MF,118,98,,31.3,,,,,12.5,8.3,RT/SC,scarid shit,,,
KIF11_389,Scaridae,Perciformes,Chlorurus,CH.SORD,He,40,HP.MF,95,77,,15.6,,,,,8.2,6.8,RT/SC,scarid shit,,,
KIF11_398,Scaridae,Perciformes,Chlorurus,CH.SORD,He,38,LP.MF,252,210,,390.3,,,,,38.7,24.3,RT/SC,scarid shit,,,
KIF11_399,Scaridae,Perciformes,Chlorurus,CH.SORD,He,38,LP.MF,263,214,259,369.8,,,,,33.2,21,RT/SC,scarid shit,,,
KIF11_413,Scaridae,Perciformes,Chlorurus,CH.SORD,He,24,LP.MF,255,211,255,393.4,,,,,31.2,23.3,RT/SC,scarid shit,,,
KIF11_414,Scaridae,Perciformes,Chlorurus,CH.SORD,He,24,LP.MF,234,195,230,236.6,,,,,28.6,20,RT/SC,scarid shit,,gutshot,gutshot
KIF11_431,Scaridae,Perciformes,Chlorurus,CH.SORD,He,30,HP.HF,272,238,,456,,,,,28.6,24,RT/SC,scarid shit,,,
KIF11_433,Scaridae,Perciformes,Chlorurus,CH.SORD,He,30,HP.HF,326,277,318,688.4,,,,,38.6,27,RT/SC,scarid shit,,gutshot - lighter,gutshot - lighter
KIF11_439,Scaridae,Perciformes,Chlorurus,CH.SORD,He,9,HP.MF,91,77,,13.5,,,,,8.4,6.7,RT/SC,scarid shit,,,
KIF11_443,Scaridae,Perciformes,Chlorurus,CH.SORD,He,9,HP.MF,80,68,,9,,,,,7.5,5.2,RT/SC,scarid shit,,,
KIF11_447,Scaridae,Perciformes,Chlorurus,CH.SORD,He,30,HP.HF,223,186,,239.8,,,,,24,12.5,RT/SC,scarid shit,,,
KIF11_449,Scaridae,Perciformes,Chlorurus,CH.SORD,He,30,HP.HF,218,181,,221.1,,,,,24.6,12,RT/SC,,,,
KIF11_450,Scaridae,Perciformes,Chlorurus,CH.SORD,He,30,HP.HF,286,241,,363.4,,,,,39.8,20.6,RT/SC,,,,
KIF11_451,Scaridae,Perciformes,Chlorurus,CH.SORD,He,30,HP.HF,293,242,,504.3,,,,,38.3,24,RT/SC,,,,
KIF11_453,Scaridae,Perciformes,Chlorurus,CH.SORD,He,30,HP.HF,332,270,323,754.5,,,,,41.4,20.8,RT/SC,,,,
KIF11_460,Scaridae,Perciformes,Chlorurus,CH.SORD,He,9,HP.MF,191,158,,136.6,,,,,21.6,9.7,RT/SC,,,,
KIF11_465,Scaridae,Perciformes,Chlorurus,CH.SORD,He,9,HP.MF,250,205,246,330.4,,,,,29,18.8,RT/SC,,,,
KIF11_479,Scaridae,Perciformes,Chlorurus,CH.SORD,He,10,LP.LF,263,219,263,395.8,,,,,33.1,17.2,RT/SC,,,,
KIF11_480,Scaridae,Perciformes,Chlorurus,CH.SORD,He,10,LP.LF,222,185,,228.1,,,,,25,16,RT/SC,,,,
KIF11_290,Scaridae,Perciformes,Chlorurus,CH.SORD,He,10,LP.LF,237,196,,282,,,,,26.2,18.6,RT/SC,,,,
KIF11_291,Scaridae,Perciformes,Chlorurus,CH.SORD,He,10,LP.LF,250,208,,312,,,,,28.2,16.8,RT/SC,,,,
KIF12_051,Scaridae,Perciformes,Chlorurus,CH.SORD,He,8,HP.LF,239.6,200,,280,,,,,60,70.5,SC,goop (parrotfish grit),NA,,
KIF12_068,Scaridae,Perciformes,Chlorurus,CH.SORD,He,25,LP.MF,225,188,,163,,,,,21,18.2,LW,brown goop,NA,,
KIF12_101,Scaridae,Perciformes,Chlorurus,CH.SORD,He,40,HP.MF,258,220,,240,,,,,30,20.5,AB,,NA,,
KIF12_108,Scaridae,Perciformes,Chlorurus,CH.SORD,He,3,LP.MF,277.5,223,,450,,,,,34.6,23.7,SC,gritty goo,NA,,
KIF12_109,Scaridae,Perciformes,Chlorurus,CH.SORD,He,3,LP.MF,208,165,,171,,,,,23,15.5,LW,yellow/brown goo,NA,,
KIF12_110,Scaridae,Perciformes,Chlorurus,CH.SORD,He,3,LP.MF,242,197,,260,,,,,27.3,17,SC,gritty snot,NA,,
KIF12_111,Scaridae,Perciformes,Chlorurus,CH.SORD,He,40,HP.MF,323,274,,700,,,,,37.9,29,AB,green goop,NA,,
KIF12_173,Scaridae,Perciformes,Chlorurus,CH.SORD,He,40,HP.MF,232,200,,255,,,,,23.4,19.3,LW,green-brown goop,,,
KIF12_194,Scaridae,Perciformes,Chlorurus,CH.SORD,He,19,LP.LF,240,195,,240,,,,,29.5,20,SC,,,,
KIF12_255,Scaridae,Perciformes,Chlorurus,CH.SORD,He,15,LP.LF,224,184,,200,,,,,26.5,15.8,SC,,,,
KIF12_256,Scaridae,Perciformes,Chlorurus,CH.SORD,He,15,LP.LF,217,194,,210,,,,,17.7,14.6,RT,parrotfish shit ,,fragmented otoliths,fragmented otoliths
KIF12_266,Scaridae,Perciformes,Chlorurus,CH.SORD,He,8,HP.LF,121.5,89.4,111.8,33.4,,,,,12.6,12.9,AB,green goop,,,
KIF12_275,Scaridae,Perciformes,Chlorurus,CH.SORD,He,8,HP.LF,120.8,99.6,,32,,,,,14.6,9.8,AB,green mush,,,
KIF12_350,Scaridae,Perciformes,Chlorurus,CH.SORD,He,25,LP.MF,208,181,,173.1,,,,,20.7,14.4,RT,,,,
KIF12_351,Scaridae,Perciformes,Chlorurus,CH.SORD,He,25,LP.MF,163,137.7,,80.5,,,,,19.2,11.9,SC,parrotfish shit,,,
KIF12_352,Scaridae,Perciformes,Chlorurus,CH.SORD,He,25,LP.MF,170.2,143.1,,99.8,,,,,22.4,18.7,AB,parrot shit,,,
KIF11_051,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,27,HP.HF,395,335,,1193.2,,,,,63.4,72.4,RT,empty,,,
KIF11_118,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,27,HP.HF,363,302,,839.2,,,,,63.4,75.5,,unid juvenile fish (9.5 cm TL),,,
KIF11_119,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,27,HP.HF,284,237,,497.8,,,,,65,62.5,,empty,,,
KIF11_128,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,27,HP.HF,320,265,,518.4,,,,,69.7,81,,small amount of digesting fish material,,,
KIF11_162,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,27,HP.HF,323,265,,663,,,,,58.3,65.2,,"fish bones, otoliths (feather-like) and goo",,,
KIF11_163,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,27,HP.HF,294,247,,528.4,,,,,60,61.6,,two fish - minimum TL 39mm and 45mm,,,
KIF11_258,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,15,LP.LF,278,231,,400.7,,,,,60.2,63,RT/SC,"5 Pt. tile, tls 89, 86, 77, 60, 39",89,,
KIF11_430,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,30,HP.HF,271,224,,354,,,,,66.6,66.2,RT/SC,fish paste,,,
KIF11_448,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,30,HP.HF,253,206,,301.3,,,,,58,60.3,RT/SC,snot,,,
KIF11_498,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,27,HP.HF,260,212,,336.7,,,,,42.1,36.5,AO/KP,empty,,From the pier.  ID'd by RT on 5-Dec-11,From the pier.  ID'd by RT on 5-Dec-11
KIF11_1088,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,27,HP.HF,248,205,,244.7,,,,,45.4,49.3,AO/KP,stomach empty,,,
KIF12_082,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,2,LP.MF,283,243,,390,,,,,70.8,72.1,AB,empty gut,NA,,
KIF12_085,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,24,LP.MF,256.2,210,,300,,,,,59,62,SC,digested fish matter; 40mm length - chunks of remains,40mm,See photos of prey items,See photos of prey items
KIF12_086,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,24,LP.MF,308,255,,460,,,,,65,73,AB,gut shot; empty,NA,,
KIF12_094,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,40,HP.MF,287,239,,370,,,,,59.3,62.7,RT,gut shot,NA,,
KIF12_171,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,40,HP.MF,138.6,134.2,,380,,,,,63.9,66.5,MW,shrimp; see photo,30.1mm,,
KIF12_189,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,19,LP.LF,256,211.1,,320,,,,,61.3,67.3,SC,snot,,,
KIF12_193,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,19,LP.LF,268,225,,305,,,,,63.5,67.3,LW,empty gut,,,
KIF12_209,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,33,HP.MF,246,198,,240,,,,,51.7,55.1,MW,digested fish(?) - white paste,,,
KIF12_210,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,33,HP.MF,231.1,189.7,,200,,,,,50.6,55.9,SC,yellow snot,,,
KIF12_285,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,24,LP.MF,398,330,,1100,,,,,96.1,99.7,SC,empty stomach,,,
KIF12_300,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,3,LP.MF,262,204,,295,,,,,40,61,RT,empty stomach,,,
KIF12_372,Serranidae,Perciformes,Cephalopholis,CE.ARGU,Pi,15,LP.LF,221,182,,200.6,,,,,61,57.2,AB,mushed fish remains,,,
KIF11_429,,,Scarus,SC.RUBR,He,27,HP.HF,520,409,480,2650,,,,,56.4,35.1,RT/SC,scarid shit,,,
KIF11_434,,,Scarus,SC.RUBR,He,30,HP.HF,371,293,346,950.6,,,,,37.3,30.5,RT/SC,scarid shit,,,
KIF11_452,,,Scarus,SC.RUBR,He,30,HP.HF,350,335,354,975,,,,,38.8,27.1,RT/SC,,,,
KIF11_454,,,Scarus,SC.RUBR,He,30,HP.HF,437,348,411,1465.1,41.1,0.02337,2.95646,1380.122083,43.7,32.2,RT/SC,,,,
KIF12_032,,,Scarus,SC.RUBR,He,30,HP.HF,268,236,260,290,26,0.02337,2.95646,356.4271818,14,17.2,AB,goop,NA,,
KIF12_045,,,Scarus,SC.RUBR,He,9,HP.MF,95,80,,14.3,,,,,7.2,6,RT,,NA,,
KIF12_119,,,Scarus,SC.RUBR,He,30,HP.HF,570,420,472,1816,47.2,0.02337,2.95646,2077.788191,59,41.5,SC,,NA,Note: hang balance may have been inaccurate on these - may have to correct via L-W  ,Note: hang balance may have been inaccurate on these - may have to correct via L-W  
KIF12_129,,,Scarus,SC.RUBR,He,30,HP.HF,475,340,400,1220,40,0.02337,2.95646,1273.752339,46.9,32.3,SC,,NA,,
KIF12_132,,,Scarus,SC.RUBR,He,30,HP.HF,388,310,368,900,36.8,0.02337,2.95646,995.463073,42,30.1,SC,,NA,,
KIF12_135,,,Scarus,SC.RUBR,He,30,HP.HF,518,391,459,1790,45.9,0.02337,2.95646,1913.11662,56.1,35.3,SC,,NA,,
LUTFUL083_RT,,,Lutjanus,LU.KASM,Pi,Site Not Certain,,57.49,48.58,,2.5,,,,,8.44,5.57,angeleen,NA,NA,"no label; lut ful 083,084 and 085 IDs were in both RT and CW dissection sheets. The IDs of the 3 fish in RTs dissection sheets were given the suffix _RT","no label; lut ful 083,084 and 085 IDs were in both RT and CW dissection sheets. The IDs of the 3 fish in RTs dissection sheets were given the suffix _RT"
LUTFUL084_RT,,,Lutjanus,LU.KASM,Pi,Site Not Certain,,43.26,35.53,,1,,,,,6.49,4.62,angeleen,NA,NA,"no label; lut ful 083,084 and 085 IDs were in both RT and CW dissection sheets. The IDs of the 3 fish in RTs dissection sheets were given the suffix _RT","no label; lut ful 083,084 and 085 IDs were in both RT and CW dissection sheets. The IDs of the 3 fish in RTs dissection sheets were given the suffix _RT"
